OTU ID	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
New.CleanUp.ReferenceOTU3224985	Holwaya_mucida_subsp_nipponica|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Leotiomycetes;g__Helotiales;s__Holwaya_mucida_subsp_nipponica	Holwaya	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU3226213	Pythium_violae|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Pythium;g__Pythium violae;s__Pythium_violae	Pythium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU3226980	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU3229521	Endogone_lactiflua|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Endogonaceae;g__Endogone;s__Endogone_lactiflua	Endogone	13	Symbiotroph	Ectomycorrhizal	Gasteroid	Hypogeous	Probable	Common name - false truffle	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (pro parte); http://mycorrhizas.info/ecmf.html
New.CleanUp.ReferenceOTU3230107	Sowerbyella_imperialis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pyronemataceae;g__Sowerbyella;s__Sowerbyella_imperialis	Sowerbyella	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263
New.CleanUp.ReferenceOTU3236617	Pythium_violae|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Pythium;g__Pythium violae;s__Pythium_violae	Pythium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU3238296	Candida_ancudensis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Candida;s__Candida_ancudensis	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endosymbiont-Undefined Saprotroph	Yeast	NULL	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	Manolakaki D, et al. 2010. Virulence. 1: 367-375
New.CleanUp.ReferenceOTU3239330	Tapinella_atrotomentosa|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tapinellaceae;g__Tapinella;s__Tapinella_atrotomentosa	Tapinella	13	Saprotroph	Wood Saprotroph	NULL	Brown Rot	Probable	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU3242146	Pythium_violae|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Pythium;g__Pythium violae;s__Pythium_violae	Pythium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU3244909	Entomophthora_culicis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Entomophthoraceae;g__Entomophthora;s__Entomophthora_culicis	Entomophthora	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU3245111	Genea_harknessii|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pyronemataceae;g__Genea;s__Genea_harknessii	Genea	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
New.CleanUp.ReferenceOTU3247090	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU3248296	Piskurozyma_capsuligena|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Filobasidiaceae;g__Filobasidium;s__Piskurozyma_capsuligena	Filobasidium	13	Saprotroph	Undefined Saprotroph	Facultative Yeast	NULL	Highly Probable	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
New.CleanUp.ReferenceOTU3248408	Piskurozyma_capsuligena|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Filobasidiaceae;g__Filobasidium;s__Piskurozyma_capsuligena	Filobasidium	13	Saprotroph	Undefined Saprotroph	Facultative Yeast	NULL	Highly Probable	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
New.CleanUp.ReferenceOTU324916	Sowerbyella_imperialis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pyronemataceae;g__Sowerbyella;s__Sowerbyella_imperialis	Sowerbyella	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263
New.CleanUp.ReferenceOTU3255322	Genea_harknessii|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pyronemataceae;g__Genea;s__Genea_harknessii	Genea	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
New.CleanUp.ReferenceOTU3255483	Penicilliopsis_clavariiformis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Trichocomaceae;g__Penicilliopsis;s__Penicilliopsis_clavariiformis	Penicilliopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU325783	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Zoopagaceae;g__Zoophagus;s__uncultured_eukaryote	Zoophagus	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU3258417	Holwaya_mucida_subsp_nipponica|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Leotiomycetes;g__Helotiales;s__Holwaya_mucida_subsp_nipponica	Holwaya	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU325892	uncultured_mycorrhizal_fungus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Glomeromycetes;g__Glomerales;s__uncultured_mycorrhizal_fungus	Glomerales	7	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531
New.CleanUp.ReferenceOTU3260694	uncultured_Auriculariaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricomycotina;g__Agaricomycetes;s__uncultured_Auriculariaceae	Auriculariaceae	9	Pathotroph-Saprotroph	Plant Parasite-Wood Saprotroph	Auriculariod	NULL	Probable	Saprobic, occasionally weakly parasitic, on wood of both gymnosperms and angiosperms (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU3268031	Candida_ancudensis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Candida;s__Candida_ancudensis	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endosymbiont-Undefined Saprotroph	Yeast	NULL	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	Manolakaki D, et al. 2010. Virulence. 1: 367-375
New.CleanUp.ReferenceOTU3269828	Sowerbyella_imperialis|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pyronemataceae;g__Sowerbyella;s__Sowerbyella_imperialis	Sowerbyella	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263
New.CleanUp.ReferenceOTU3270265	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU327255	Mycocalia_denudata|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricaceae;g__Mycocalia;s__Mycocalia_denudata	Mycocalia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU3272804	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU3276199	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU3281666	Phoma_herbarum|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Phoma;s__Phoma_herbarum	Phoma	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Dung Saprotroph-Lichen Parasite-Litter Saprotroph-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Possible	NULL	Richardson MJ. 1972. Transactions of the British Mycological Society 58:37-48; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; de Gruyter J, et al. 2010. Mycologia. 102:1066-1081; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074
New.CleanUp.ReferenceOTU328407	Mycocalia_denudata|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricaceae;g__Mycocalia;s__Mycocalia_denudata	Mycocalia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU328437	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU329923	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU331589	Rhizoctonia_sp_AG-A|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricomycotina;g__Agaricomycetes;s__Rhizoctonia_sp_AG-A	Rhizoctonia	13	Saprotroph-Pathotroph-Symbiotroph	Orchid Mycorrhizal-Plant Pathogen-Wood Saprotroph	NULL	Soft Rot	Probable	Only symbiotic (perhaps leaning parasitic) in special cases with orchids, otherwise typically a plant pathogen.	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; List compiled by Sara Branco with input from Nhu Nguyen and Else Vellinga; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU334736	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU33479	Holwaya_mucida_subsp_nipponica|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Leotiomycetes;g__Helotiales;s__Holwaya_mucida_subsp_nipponica	Holwaya	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU33488	uncultured_fungus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Taphrinaceae;g__Taphrina;s__uncultured_fungus	Taphrina	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
New.CleanUp.ReferenceOTU335594	Piskurozyma_capsuligena|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Filobasidiaceae;g__Filobasidium;s__Piskurozyma_capsuligena	Filobasidium	13	Saprotroph	Undefined Saprotroph	Facultative Yeast	NULL	Highly Probable	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
New.CleanUp.ReferenceOTU338178	Tremella_ramalinae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellaceae;g__Tremella;s__Tremella_ramalinae	Tremella	13	Pathotroph	Fungal Parasite-Lichen Parasite	Facultative Yeast-Microfungus-Tremelloid	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU340219	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascobolaceae;g__uncultured;s__uncultured_eukaryote	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU341682	Holwaya_mucida_subsp_nipponica|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Leotiomycetes;g__Helotiales;s__Holwaya_mucida_subsp_nipponica	Holwaya	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU34383	Thelebolus_stercoreus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Thelebolaceae;g__Thelebolus;s__Thelebolus_stercoreus	Thelebolus	13	Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-Undefined Saprotroph	Microfungus	NULL	Probable	Endophyte detection method-culture (David et al. 2016)	Tedersoo L, et al. 2014. Science 346:1256688; David AS, et al. 2016. Microbial Ecology 71:912-926
New.CleanUp.ReferenceOTU348256	Cyttaria_hookeri|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cyttariaceae;g__Cyttaria;s__Cyttaria_hookeri	Cyttaria	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU352063	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU357441	Holwaya_mucida_subsp_nipponica|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Leotiomycetes;g__Helotiales;s__Holwaya_mucida_subsp_nipponica	Holwaya	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU362515	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU363800	Coriolopsis_gallica|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricomycotina;g__Agaricomycetes;s__Coriolopsis_gallica	Coriolopsis	13	Saprotroph	Wood Saprotroph	Polyporoid	White Rot	Highly Probable	NULL	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo
New.CleanUp.ReferenceOTU364826	uncultured_Glomeromycota|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Glomeromycetes;g__Archaeosporales;s__uncultured_Glomeromycota	Archaeosporales	7	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531
New.CleanUp.ReferenceOTU36998	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU370310	Mycocalia_denudata|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricaceae;g__Mycocalia;s__Mycocalia_denudata	Mycocalia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU373410	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU373809	Geopyxis_carbonaria|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pyronemataceae;g__Geopyxis;s__Geopyxis_carbonaria	Geopyxis	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Possible	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (not ECM)
New.CleanUp.ReferenceOTU376527	Cladonia_caroliniana|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cladoniaceae;g__Metus;s__Cladonia_caroliniana	Metus	13	Symbiotroph	Lichenized	Thallus	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU378322	Penicillium_sp_KCTC16066|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Eurotiomycetes;g__Eurotiales;s__Penicillium_sp_KCTC16066	Eurotiales	7	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Possible	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU379609	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU380886	Mycocalia_denudata|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricaceae;g__Mycocalia;s__Mycocalia_denudata	Mycocalia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU380903	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU382639	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
New.CleanUp.ReferenceOTU386064	uncultured_alveolate|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Nucleophaga;s__uncultured_alveolate	Nucleophaga	13	Pathotroph	Animal Parasite	NULL	NULL	Probable	NULL	Devasahayam HL, Henry LDC. 2009. Illustrated Plant Pathology: Basic Concepts, New India Publishing, New Delhi; Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU386506	Nectriopsis_violacea|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Bionectriaceae;g__Nectriopsis;s__Nectriopsis_violacea	Nectriopsis	13	Pathotroph	Fungal Parasite-Protistan Parasite	Microfungus	NULL	Probable	NULL	Samuels GJ. 2007, self-published; List compiled by John Plischke III (http://home.comcast.net/~grifola/fungionfungi.pdf)
New.CleanUp.ReferenceOTU388791	Tapinella_atrotomentosa|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tapinellaceae;g__Tapinella;s__Tapinella_atrotomentosa	Tapinella	13	Saprotroph	Wood Saprotroph	NULL	Brown Rot	Probable	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU389957	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Tremellomycetes;g__Tremellales;s__uncultured_eukaryote	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
New.CleanUp.ReferenceOTU394947	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascobolaceae;g__uncultured;s__uncultured_eukaryote	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
New.CleanUp.ReferenceOTU395703	Lamprospora_ascoboloides|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pyronemataceae;g__Lamprospora;s__Lamprospora_ascoboloides	Lamprospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:1256688
New.CleanUp.ReferenceOTU400733	Mortierella_alpina|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__Mortierella_alpina	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
